"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3040","Contract policy is fulfilled Dismantler allowedBrands (IS_ANY_OF, one intersects)","","Tue Apr 08 04:51:01 GMT 2025","passed","Tue Apr 08 04:51:04 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2889","Contract policy is NOT fulfilled Dismantler activityType does not match","","Tue Apr 08 04:52:28 GMT 2025","passed","Tue Apr 08 04:52:30 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsHttpConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","3872","Contract policy is fulfilled MembershipCredential","","Tue Apr 08 04:52:38 GMT 2025","passed","Tue Apr 08 04:52:41 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsHttpConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","25","Policy is accepted Dismantler allowedBrands (IN, fully contained)","","Tue Apr 08 04:48:37 GMT 2025","passed","Tue Apr 08 04:48:37 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest.InMemory","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest$InMemory","shouldAcceptValidPolicyDefinitions"
"","247","Expect the Catalog request to fail if a credential is revoked","","Tue Apr 08 04:52:23 GMT 2025","passed","Tue Apr 08 04:52:24 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsHttpConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","1431","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Tue Apr 08 04:49:02 GMT 2025","passed","Tue Apr 08 04:49:04 GMT 2025","","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest.InMemory","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest$InMemory","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","22","Policy is accepted Dismantler Credential","","Tue Apr 08 04:48:36 GMT 2025","passed","Tue Apr 08 04:48:36 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest.InMemory","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest$InMemory","shouldNotAcceptInvalidValidPolicyDefinitions"
"","796","The authentication token misses required claims: audience","","Tue Apr 08 04:48:50 GMT 2025","passed","Tue Apr 08 04:48:50 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAudience"
"","869","Refresh token success","","Tue Apr 08 04:48:50 GMT 2025","passed","Tue Apr 08 04:48:51 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","1149","The Authorization header is empty","","Tue Apr 08 04:48:44 GMT 2025","passed","Tue Apr 08 04:48:45 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_emptyAuthHeader"
