"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7060","transferData_withExpiredEdr_shouldReturn4xx()","","Wed Jun 18 10:45:32 GMT 2025","passed","Wed Jun 18 10:45:39 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withExpiredEdr_shouldReturn4xx"
"","3323","Contract policy is fulfilled MembershipCredential","","Wed Jun 18 10:45:32 GMT 2025","passed","Wed Jun 18 10:45:35 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","202","Multiple ContractDefinitions exist for one Asset","","Wed Jun 18 10:44:49 GMT 2025","passed","Wed Jun 18 10:44:49 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_multipleOffersForAsset"
"","66","Policy is accepted PCF Use Case (legacy notation)","","Wed Jun 18 10:43:57 GMT 2025","passed","Wed Jun 18 10:43:57 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","5905","transferData_privateBackend_withConsumerDataPlane()","","Wed Jun 18 10:46:37 GMT 2025","passed","Wed Jun 18 10:46:43 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","2939","Contract policy is NOT fulfilled Dismantler allowedBrands (NEQ, but is equal)","","Wed Jun 18 10:47:06 GMT 2025","passed","Wed Jun 18 10:47:09 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","2640","transferFile_azureToS3MultipleFiles(Vault)","","Wed Jun 18 10:44:19 GMT 2025","passed","Wed Jun 18 10:44:22 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","40","Policy is accepted Dismantler Credential","","Wed Jun 18 10:43:57 GMT 2025","passed","Wed Jun 18 10:43:57 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","163","refreshEdr_whenNotFound()","","Wed Jun 18 10:43:50 GMT 2025","passed","Wed Jun 18 10:43:50 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotFound"
"","17105","Malicious actor should not impersonate a consumer sending a valid consumer VP","","Wed Jun 18 10:43:53 GMT 2025","passed","Wed Jun 18 10:44:10 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","org.eclipse.tractusx.edc.tests.transfer.CredentialSpoofTest","shouldNotImpersonateConsumer_withConsumerPresentation"
"","33","Policy is accepted Dismantler allowedBrands (IS_ANY_OF, one intersects)","","Wed Jun 18 10:43:57 GMT 2025","passed","Wed Jun 18 10:43:57 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","1869","Verify the refresh endpoint is not called when auto_refresh=false","","Wed Jun 18 10:43:48 GMT 2025","passed","Wed Jun 18 10:43:50 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_whenNotAutorefresh_shouldNotCallEndpoint"
