"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2968","Contract policy is NOT fulfilled Traceability Use Case (new notation)","","Wed Jun 18 10:51:27 GMT 2025","passed","Wed Jun 18 10:51:30 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","6007","Contract policy is fulfilled PCF Use Case (legacy notation)","","Wed Jun 18 10:51:46 GMT 2025","passed","Wed Jun 18 10:51:52 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2896","transferData_privateBackend_withConsumerDataPlane()","","Wed Jun 18 10:47:46 GMT 2025","passed","Wed Jun 18 10:47:49 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest","transferData_privateBackend_withConsumerDataPlane"
"","5064","Contract policy is fulfilled Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Wed Jun 18 10:52:26 GMT 2025","passed","Wed Jun 18 10:52:31 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2962","Contract policy is NOT fulfilled Sustainability Use Case (legacy notation)","","Wed Jun 18 10:51:24 GMT 2025","passed","Wed Jun 18 10:51:27 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","52","Policy is accepted Dismantler allowedBrands (IS_NONE_OF, no intersect)","","Wed Jun 18 10:48:56 GMT 2025","passed","Wed Jun 18 10:48:56 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2684","transferFile_azureToS3MultipleFiles(Vault)","","Wed Jun 18 10:49:30 GMT 2025","passed","Wed Jun 18 10:49:33 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","35","Policy is accepted DataExchangeGovernance use case","","Wed Jun 18 10:48:55 GMT 2025","passed","Wed Jun 18 10:48:55 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidValidPolicyDefinitions"
"","1462","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Wed Jun 18 10:49:18 GMT 2025","passed","Wed Jun 18 10:49:19 GMT 2025","","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest","org.eclipse.tractusx.edc.tests.agreement.retirement.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","230","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Wed Jun 18 10:48:09 GMT 2025","passed","Wed Jun 18 10:48:10 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_shouldReject"
